,age,job,marital,education,balance,housing,loan,day,month,campaign
13990,29,technician,single,secondary,3527,0,1,10,jul,5
40931,50,admin.,married,secondary,238,1,0,12,aug,5
17453,48,technician,married,secondary,0,0,0,28,jul,3
19900,45,technician,married,tertiary,3168,0,0,8,aug,2
5171,46,blue-collar,married,secondary,2173,1,0,21,may,5
2436,34,blue-collar,married,secondary,-185,1,1,13,may,1
3185,42,management,married,primary,860,1,0,15,may,3
20087,32,technician,single,secondary,3297,0,0,11,aug,2
30483,28,blue-collar,single,secondary,438,1,0,5,feb,2
42739,42,unknown,single,unknown,942,0,0,27,jan,1
43830,34,management,married,tertiary,813,1,0,28,may,3
16600,40,admin.,married,secondary,1614,0,0,24,jul,1
34958,41,technician,single,secondary,2242,1,0,6,may,4
11694,56,blue-collar,married,secondary,337,1,0,20,jun,2
37268,45,blue-collar,married,secondary,192,1,0,13,may,5
35990,42,management,married,secondary,3018,1,0,8,may,3
9907,40,unemployed,married,primary,400,0,0,9,jun,1
3007,30,blue-collar,married,secondary,128,1,0,14,may,1
44760,28,student,single,tertiary,5741,0,0,10,sep,5
11546,59,retired,married,primary,1115,0,0,19,jun,1
1985,30,services,married,secondary,152,1,0,9,may,2
44034,50,technician,married,tertiary,5114,0,0,29,jun,2
36227,33,housemaid,married,primary,451,1,0,11,may,1
42863,77,retired,married,unknown,38,0,0,3,feb,1
15681,35,student,single,secondary,-86,1,0,21,jul,1
7955,37,admin.,divorced,secondary,0,1,0,30,may,5
21775,34,admin.,married,secondary,445,0,0,19,aug,2
37941,33,blue-collar,married,secondary,43,1,0,14,may,2
42183,32,technician,single,tertiary,1527,1,0,9,nov,1
37044,38,technician,single,secondary,61,1,0,13,may,1
17456,50,housemaid,single,unknown,0,0,0,28,jul,8
38799,32,services,married,secondary,1977,1,1,18,may,4
25707,30,admin.,married,secondary,2284,1,0,19,nov,1
11762,54,services,married,unknown,386,0,1,20,jun,1
32659,33,management,single,secondary,1558,1,0,17,apr,1
2510,47,blue-collar,married,primary,521,1,0,13,may,1
1313,34,technician,married,secondary,65,1,0,8,may,3
12270,36,blue-collar,married,secondary,56,0,0,24,jun,6
1805,37,admin.,single,secondary,1113,1,0,9,may,1
36005,38,self-employed,single,tertiary,1612,1,0,8,may,1
23624,49,services,married,secondary,2420,1,0,28,aug,13
5571,45,admin.,divorced,secondary,875,1,1,23,may,2
23456,31,technician,single,secondary,1510,1,0,28,aug,14
25010,47,entrepreneur,married,tertiary,0,0,0,18,nov,2
10183,48,admin.,married,secondary,155,0,0,11,jun,3
10493,38,blue-collar,divorced,secondary,727,1,0,16,jun,2
26341,47,blue-collar,single,secondary,1976,0,1,20,nov,1
3174,45,blue-collar,married,secondary,827,1,0,15,may,5
15182,32,blue-collar,married,primary,2456,1,0,17,jul,1
25913,41,entrepreneur,divorced,tertiary,0,1,0,19,nov,10
23298,44,technician,single,secondary,-34,0,1,27,aug,13
33981,28,unemployed,single,secondary,434,1,0,30,apr,1
21476,46,unknown,married,secondary,1482,0,0,19,aug,3
10334,53,self-employed,married,tertiary,4397,1,0,12,jun,1
37956,51,blue-collar,married,primary,354,1,0,14,may,2
9118,39,services,married,secondary,0,0,0,5,jun,1
4172,45,services,divorced,primary,242,1,0,19,may,1
43486,33,student,single,unknown,2321,0,0,15,apr,2
20908,50,services,married,primary,12,1,0,13,aug,1
12781,26,services,married,secondary,-236,1,1,7,jul,1
45169,31,management,married,tertiary,2994,1,0,10,nov,1
35930,39,management,divorced,primary,516,1,0,8,may,2
37880,51,blue-collar,married,secondary,500,0,0,14,may,1
38534,51,blue-collar,married,primary,129,1,0,15,may,2
12853,29,blue-collar,married,secondary,247,0,1,7,jul,1
10332,57,blue-collar,married,unknown,108,0,0,12,jun,1
39120,26,blue-collar,married,primary,595,1,1,18,may,3
10810,53,retired,married,secondary,1296,1,0,17,jun,1
3812,23,admin.,single,secondary,178,1,0,16,may,1
12856,29,technician,married,secondary,-28,0,0,7,jul,1
17922,48,unknown,married,unknown,286,0,0,30,jul,2
6591,33,blue-collar,single,tertiary,-303,1,0,28,may,2
27769,59,blue-collar,married,primary,8,0,0,28,jan,1
5763,29,admin.,married,secondary,494,1,0,26,may,2
19800,57,blue-collar,married,unknown,1463,0,0,8,aug,2
19285,34,blue-collar,married,secondary,182,0,0,6,aug,2
30840,35,unemployed,single,primary,-84,0,0,9,feb,11
19640,36,technician,single,secondary,333,0,0,7,aug,2
42268,71,retired,married,primary,2600,0,0,13,nov,2
5376,28,blue-collar,single,secondary,38,1,0,23,may,1
28106,51,technician,married,unknown,413,1,0,28,jan,2
30883,57,unemployed,married,unknown,288,0,0,9,feb,3
28356,36,management,single,tertiary,188,0,0,29,jan,2
37930,43,blue-collar,married,primary,479,1,0,14,may,2
36127,47,technician,divorced,unknown,442,1,0,11,may,1
37726,42,entrepreneur,married,secondary,718,1,0,14,may,2
34452,30,self-employed,single,tertiary,0,1,0,5,may,1
21817,50,blue-collar,married,unknown,452,0,0,20,aug,2
24604,37,management,married,tertiary,620,1,0,17,nov,3
45042,64,retired,married,secondary,466,1,0,18,oct,1
2576,51,technician,married,secondary,12061,1,0,13,may,1
24363,47,management,married,tertiary,3505,0,0,17,nov,2
40342,38,self-employed,single,tertiary,605,0,0,18,jun,10
6661,23,blue-collar,single,secondary,214,1,0,28,may,1
9622,39,services,single,secondary,158,1,0,6,jun,2
17858,27,technician,married,secondary,0,1,0,30,jul,8
36339,39,services,married,secondary,1005,1,1,11,may,1
20825,32,management,single,tertiary,1047,1,0,13,aug,6
26462,30,services,married,secondary,3929,1,0,20,nov,1
43911,27,admin.,single,unknown,861,0,0,14,jun,4
41772,48,management,married,tertiary,1093,1,1,13,oct,2
26618,35,admin.,married,secondary,725,1,0,20,nov,7
22439,30,management,single,tertiary,370,0,0,22,aug,2
37593,36,services,married,secondary,3988,1,1,14,may,1
27405,42,management,married,tertiary,36,0,0,21,nov,3
32262,37,technician,divorced,tertiary,1762,1,0,16,apr,1
18441,43,technician,single,secondary,685,1,0,31,jul,2
38918,33,blue-collar,single,secondary,-320,0,0,18,may,2
7949,32,admin.,divorced,secondary,-417,0,0,30,may,5
11111,42,unknown,single,tertiary,2918,0,0,18,jun,1
18798,56,management,married,tertiary,-6,0,0,31,jul,16
14998,27,management,married,tertiary,4909,0,1,17,jul,3
35726,49,services,married,secondary,4300,1,1,8,may,1
24322,50,entrepreneur,married,tertiary,5420,1,0,17,nov,1
24960,47,blue-collar,married,secondary,3237,1,0,18,nov,1
16450,28,services,single,secondary,-221,0,1,23,jul,12
37628,37,management,single,tertiary,833,1,0,14,may,1
37963,30,blue-collar,married,secondary,1717,1,0,14,may,3
20845,36,management,married,tertiary,274,0,0,13,aug,2
34798,34,blue-collar,married,unknown,41,1,0,6,may,9
38383,35,services,married,secondary,2791,1,0,15,may,1
30084,43,services,married,secondary,354,1,0,4,feb,2
7285,28,technician,single,secondary,1,1,0,29,may,3
24633,50,technician,divorced,secondary,-403,0,1,17,nov,2
34733,49,blue-collar,married,secondary,8545,1,1,6,may,7
33043,38,admin.,married,secondary,0,1,1,17,apr,2
7845,30,blue-collar,married,secondary,119,1,0,30,may,2
3445,51,blue-collar,married,secondary,1779,1,0,15,may,2
17246,59,housemaid,married,primary,0,0,1,28,jul,2
12545,34,technician,married,secondary,46,1,1,3,jul,1
9664,37,management,single,tertiary,7179,1,0,6,jun,8
42259,50,admin.,married,secondary,3608,1,0,13,nov,2
9976,25,blue-collar,single,primary,116,1,0,9,jun,4
751,54,blue-collar,married,secondary,254,1,0,6,may,2
994,29,blue-collar,married,secondary,313,1,1,7,may,1
19751,53,management,married,tertiary,2327,0,0,8,aug,2
14636,44,admin.,divorced,secondary,4353,1,0,15,jul,1
26585,34,admin.,single,tertiary,5007,1,0,20,nov,1
1603,35,management,married,tertiary,14,1,1,8,may,1
12024,39,services,divorced,secondary,1062,1,0,20,jun,4
26610,34,management,married,secondary,56,1,0,20,nov,3
18850,57,admin.,married,primary,6997,0,0,4,aug,1
9278,36,management,married,tertiary,-661,1,1,5,jun,3
37898,36,services,single,secondary,-267,1,0,14,may,7
15643,32,management,single,tertiary,14,0,1,21,jul,1
26842,59,retired,married,secondary,1896,0,0,20,nov,9
27971,33,management,single,tertiary,726,0,0,28,jan,1
42896,76,retired,married,tertiary,0,0,0,4,feb,3
41343,38,technician,single,tertiary,0,0,0,28,aug,2
11225,52,retired,married,primary,9,0,0,18,jun,1
41728,24,blue-collar,single,secondary,1857,1,0,8,oct,1
38435,37,blue-collar,married,primary,-212,1,0,15,may,3
43324,59,retired,married,secondary,2126,0,0,18,mar,1
1115,59,retired,divorced,primary,137,1,1,7,may,3
20099,32,technician,married,secondary,212,1,0,11,aug,2
34449,30,management,single,tertiary,0,1,0,5,may,1
15110,32,technician,married,tertiary,133,1,0,17,jul,1
9687,42,blue-collar,married,primary,480,1,0,6,jun,12
37417,37,management,single,secondary,1572,0,0,13,may,3
7201,42,blue-collar,married,secondary,790,1,0,29,may,2
24650,36,management,married,tertiary,7,1,0,17,nov,2
24475,52,technician,married,tertiary,3440,1,0,17,nov,1
10210,48,technician,married,tertiary,2369,0,0,11,jun,2
21814,47,unemployed,married,primary,798,0,0,20,aug,2
4824,38,technician,married,secondary,0,1,0,21,may,1
27191,58,management,married,tertiary,96,0,0,21,nov,1
37512,32,technician,single,tertiary,0,1,1,13,may,2
20358,42,management,married,tertiary,1161,0,0,11,aug,5
19123,46,services,married,primary,13118,0,0,5,aug,2
30790,32,student,single,unknown,4110,0,0,6,feb,8
24568,59,self-employed,married,tertiary,34247,1,0,17,nov,2
26117,45,entrepreneur,married,tertiary,3689,1,0,19,nov,2
26970,42,self-employed,married,secondary,2812,1,0,21,nov,4
1653,34,technician,single,tertiary,33,1,1,9,may,1
32203,39,technician,married,secondary,0,1,0,16,apr,1
35186,37,self-employed,single,tertiary,2441,1,1,7,may,1
43799,27,blue-collar,single,tertiary,567,0,0,26,may,3
18998,40,technician,divorced,secondary,348,1,0,5,aug,2
25865,35,management,married,tertiary,16,0,0,19,nov,1
22057,49,management,married,secondary,601,0,0,20,aug,6
19564,42,management,single,tertiary,100,0,0,7,aug,2
23449,33,technician,married,tertiary,0,1,1,28,aug,6
26436,46,technician,married,secondary,1,0,1,20,nov,1
10188,25,blue-collar,married,primary,-83,1,0,11,jun,17
45189,25,services,single,secondary,199,0,0,16,nov,1
11024,37,admin.,divorced,secondary,-302,0,0,17,jun,3
5759,34,blue-collar,married,secondary,-563,1,0,26,may,1
33306,39,blue-collar,married,primary,8637,1,0,20,apr,1
16313,28,management,single,tertiary,-56,0,1,23,jul,1
5131,31,technician,married,secondary,510,1,0,21,may,3
14351,50,blue-collar,married,primary,1580,1,0,14,jul,3
26830,41,technician,single,secondary,650,1,0,20,nov,3
11391,58,blue-collar,married,primary,0,1,0,19,jun,1
12386,49,technician,married,secondary,-1680,1,1,27,jun,4
32429,38,management,married,tertiary,1617,1,0,16,apr,1
6811,30,services,married,secondary,586,1,0,28,may,4
16963,53,services,married,secondary,1364,0,0,25,jul,1
36636,48,blue-collar,married,primary,556,1,0,12,may,1
43528,31,admin.,single,secondary,410,0,0,23,apr,1
25210,31,blue-collar,single,secondary,530,0,1,18,nov,2
16038,55,technician,married,tertiary,255,0,0,22,jul,1
36378,44,blue-collar,married,primary,-420,1,0,11,may,2
35279,33,entrepreneur,married,tertiary,2179,1,1,7,may,1
18786,50,self-employed,married,secondary,4440,0,1,31,jul,3
13950,50,services,married,secondary,892,1,0,10,jul,1
5583,31,services,married,secondary,-331,1,0,23,may,5
26692,40,admin.,married,secondary,2574,1,0,20,nov,1
22803,50,retired,divorced,tertiary,-300,0,1,25,aug,4
16886,27,blue-collar,single,secondary,137,0,1,25,jul,1
24193,35,technician,married,secondary,1577,1,1,17,nov,1
29493,34,management,married,tertiary,0,1,0,3,feb,1
22466,50,entrepreneur,married,secondary,7907,1,1,22,aug,2
5347,36,blue-collar,married,secondary,222,1,0,23,may,1
39504,38,admin.,married,secondary,755,1,0,25,may,1
21105,45,housemaid,married,primary,0,0,0,14,aug,2
3825,24,services,single,secondary,-248,1,0,16,may,1
4473,36,technician,married,secondary,84,1,0,20,may,1
11968,52,management,divorced,tertiary,-297,1,0,20,jun,21
18145,44,self-employed,single,secondary,0,0,0,30,jul,3
34617,44,blue-collar,single,primary,38,1,0,5,may,4
34223,25,services,single,secondary,642,1,1,4,may,2
44441,45,blue-collar,single,secondary,0,0,0,5,aug,2
42732,56,retired,married,secondary,0,0,0,26,jan,2
36314,44,management,married,tertiary,254,1,1,11,may,2
35989,55,blue-collar,married,secondary,1569,1,0,8,may,4
44311,46,technician,married,unknown,3308,0,0,28,jul,2
9972,56,blue-collar,married,primary,197,0,0,9,jun,2
14640,27,services,single,secondary,1928,0,1,15,jul,5
27339,38,services,married,secondary,5293,1,0,21,nov,3
2280,31,admin.,married,secondary,-474,1,0,12,may,2
39638,25,student,single,unknown,3,0,0,26,may,1
7290,38,admin.,married,secondary,-762,0,0,29,may,1
19376,57,technician,married,tertiary,624,0,0,6,aug,4
20429,30,management,married,tertiary,646,0,0,12,aug,2
36820,48,blue-collar,single,secondary,574,0,0,12,may,2
37395,29,entrepreneur,married,secondary,714,1,1,13,may,2
842,31,technician,single,secondary,147,1,0,7,may,1
5030,33,technician,single,secondary,239,1,0,21,may,1
38972,33,technician,single,tertiary,2164,1,0,18,may,11
6415,33,services,married,secondary,1553,1,0,27,may,8
38079,39,blue-collar,single,secondary,522,1,0,14,may,7
9171,58,blue-collar,married,secondary,0,0,0,5,jun,2
42970,52,unemployed,married,secondary,94,0,0,10,feb,1
24721,44,technician,divorced,secondary,106,1,0,17,nov,1
13259,28,management,single,tertiary,1252,1,1,8,jul,4
5590,35,management,married,tertiary,317,1,0,23,may,3
8330,51,entrepreneur,married,secondary,0,1,1,2,jun,5
38729,31,management,married,tertiary,1010,1,0,15,may,3
10379,44,management,married,tertiary,0,0,0,12,jun,1
8417,36,housemaid,married,primary,191,1,0,3,jun,1
2143,54,retired,married,primary,208,0,0,12,may,1
19941,50,management,married,secondary,3002,0,0,8,aug,2
37720,37,blue-collar,married,unknown,969,1,0,14,may,2
19029,37,technician,single,secondary,181,0,0,5,aug,1
1649,41,technician,married,secondary,483,1,0,9,may,1
22099,53,blue-collar,married,unknown,0,0,0,21,aug,2
42002,56,management,married,secondary,0,0,0,27,oct,1
36001,29,management,single,tertiary,572,1,0,8,may,6
15991,29,blue-collar,married,primary,-235,1,0,22,jul,1
31769,36,technician,single,secondary,524,1,0,8,apr,1
4246,40,management,married,tertiary,3,1,1,19,may,1
20404,30,housemaid,single,tertiary,3362,0,0,12,aug,2
35719,32,blue-collar,single,secondary,259,1,0,8,may,3
5989,33,management,single,secondary,0,1,0,26,may,2
43081,27,blue-collar,single,primary,377,0,0,19,feb,2
13973,41,blue-collar,married,primary,362,0,0,10,jul,5
26190,35,management,divorced,tertiary,146,0,0,20,nov,2
1459,49,blue-collar,single,primary,1164,1,0,8,may,1
14247,52,blue-collar,single,primary,-2,0,0,14,jul,2
27390,50,services,married,secondary,57435,1,0,21,nov,3
25540,30,admin.,single,secondary,382,1,0,19,nov,1
7389,43,blue-collar,single,secondary,747,0,0,29,may,2
7342,48,blue-collar,married,primary,219,1,0,29,may,4
19629,45,entrepreneur,married,tertiary,770,0,0,7,aug,2
41587,50,management,married,tertiary,1612,0,0,15,sep,1
31052,71,retired,married,unknown,362,0,0,12,feb,2
36361,57,retired,divorced,tertiary,66,1,0,11,may,2
27873,43,blue-collar,married,primary,2317,0,0,28,jan,1
38868,56,management,divorced,tertiary,2959,1,0,18,may,1
30264,71,retired,married,tertiary,2651,0,0,5,feb,2
44665,25,student,single,secondary,154,0,0,2,sep,1
21732,41,management,married,tertiary,30,0,0,19,aug,7
27622,37,blue-collar,married,primary,1322,1,0,21,nov,8
577,47,technician,married,secondary,19,1,0,6,may,2
29495,33,self-employed,married,tertiary,483,1,0,3,feb,2
25057,46,blue-collar,married,primary,771,1,0,18,nov,1
32120,41,services,married,secondary,1836,1,1,15,apr,1
3216,54,technician,married,tertiary,2883,1,1,15,may,3
6079,24,blue-collar,married,secondary,9,1,0,27,may,7
2934,33,technician,single,secondary,189,1,0,14,may,1
38044,55,admin.,divorced,secondary,-288,1,0,14,may,4
37422,43,blue-collar,married,primary,794,1,0,13,may,3
15296,31,admin.,single,tertiary,98,0,1,18,jul,2
37687,35,blue-collar,single,secondary,4963,1,0,14,may,1
38981,25,technician,single,secondary,7103,1,0,18,may,1
26875,31,entrepreneur,single,tertiary,38,0,0,20,nov,2
24077,36,management,married,tertiary,0,1,0,23,oct,1
5695,50,admin.,single,secondary,1651,1,0,26,may,2
44771,47,technician,married,secondary,1740,1,0,13,sep,1
5686,35,blue-collar,married,secondary,1098,1,0,26,may,17
41724,60,retired,married,secondary,197,0,0,7,oct,1
7368,35,admin.,divorced,secondary,45,1,0,29,may,1
41233,27,management,single,tertiary,377,0,0,21,aug,3
33006,35,services,married,unknown,1935,1,0,17,apr,2
38763,48,services,divorced,secondary,142,1,0,18,may,10
43742,64,retired,married,secondary,1612,0,0,18,may,1
18640,32,blue-collar,married,primary,-105,1,1,31,jul,19
32295,33,unemployed,married,tertiary,302,1,1,16,apr,1
36444,55,blue-collar,married,unknown,-361,1,0,11,may,2
20869,50,management,married,tertiary,400,0,0,13,aug,2
30664,45,self-employed,married,tertiary,1265,1,0,6,feb,2
13941,29,admin.,married,secondary,795,1,1,10,jul,2
23317,35,technician,married,secondary,198,0,0,27,aug,13
31372,37,management,single,tertiary,1730,0,0,19,mar,1
20629,46,management,single,tertiary,2278,0,0,12,aug,5
17938,50,technician,divorced,secondary,1303,0,0,30,jul,2
6414,25,services,married,secondary,4063,1,0,27,may,1
12485,26,technician,divorced,tertiary,-70,0,1,1,jul,2
42539,49,technician,married,secondary,905,0,0,21,dec,7
29085,45,services,married,secondary,-75,1,0,2,feb,1
29486,35,unemployed,single,primary,483,0,0,3,feb,1
28662,32,services,married,secondary,-509,1,0,30,jan,1
32218,41,admin.,married,secondary,1597,1,0,16,apr,2
18566,41,technician,married,secondary,1822,0,1,31,jul,1
7041,32,technician,married,tertiary,3538,1,0,28,may,5
788,29,student,single,tertiary,185,1,0,7,may,3
24296,49,services,married,secondary,1084,1,0,17,nov,1
43309,60,retired,divorced,secondary,514,0,0,16,mar,1
2209,37,admin.,single,secondary,18,0,0,12,may,6
35869,42,self-employed,divorced,tertiary,216,1,0,8,may,3
44717,37,management,married,tertiary,6771,0,0,7,sep,1
9834,43,technician,single,secondary,1462,0,0,9,jun,2
11462,41,admin.,divorced,secondary,256,0,0,19,jun,1
33432,27,student,single,secondary,162,0,0,20,apr,1
19588,35,technician,single,secondary,176,0,0,7,aug,2
25181,59,technician,divorced,secondary,797,1,0,18,nov,2
5473,33,management,married,tertiary,321,1,0,23,may,5
43133,52,technician,married,secondary,196,1,1,24,feb,1
25902,32,management,married,tertiary,6449,0,0,19,nov,1
807,31,services,married,secondary,414,1,0,7,may,1
8643,57,retired,married,primary,-171,1,0,3,jun,2
37636,41,blue-collar,married,secondary,14,1,0,14,may,3
35237,37,management,married,tertiary,900,1,0,7,may,1
34752,53,self-employed,married,secondary,-488,1,0,6,may,1
43238,83,retired,married,tertiary,4761,0,0,8,mar,1
36474,35,admin.,single,secondary,847,1,0,11,may,2
23532,36,management,married,tertiary,659,0,0,28,aug,13
2729,33,services,married,secondary,184,1,0,13,may,4
29771,36,blue-collar,married,tertiary,-534,1,0,4,feb,1
21411,48,technician,married,secondary,427,0,0,18,aug,14
